position,bounciness,size,bucket
194,0.52075114,16,3
272,0.530576945,16,5
273,0.547491377,16,2
306,0.503679429,16,4
316,0.503369233,16,2
319,0.519258726,16,2
357,0.549395543,16,6
382,0.508146139,16,6
434,0.529606924,16,7
542,0.502568642,16,7
546,0.514967405,16,10
566,0.520917016,16,5
579,0.513883139,16,7
635,0.529599498,16,8
686,0.533577574,16,8
686,0.533577574,16,9
714,0.520822657,16,9
778,0.53414163,16,10
782,0.527983919,16,8
28,0.529127741,16,3
73,0.517633872,16,2
127,0.541072411,16,4
185,0.528451981,16,4
199,0.536551757,16,2
246,0.531176407,16,4
274,0.540405517,16,4
474,0.522049775,16,9
489,0.535197563,16,6
640,0.537956209,16,10
642,0.527392921,16,9
662,0.530928309,16,9
701,0.527968964,16,9
36,0.50426331,16,3
44,0.547998874,16,1
50,0.529616684,16,3
125,0.508918295,16,5
168,0.534131491,16,4
169,0.514651315,16,5
198,0.507689935,16,4
223,0.528647846,16,5
233,0.541615614,16,6
244,0.537699663,16,2
314,0.504543439,16,2
345,0.543752153,16,3
439,0.512991719,16,7
448,0.532663444,16,9
657,0.520704522,16,7
37,0.520854853,16,2
49,0.534386881,16,2
76,0.513143625,16,2
118,0.538025354,16,3
137,0.50669036,16,2
283,0.532600175,16,5
286,0.50608891,16,1
301,0.518845798,16,3
315,0.500552475,16,2
376,0.503344963,16,5
423,0.543083379,16,4
480,0.521393059,16,6
506,0.506394467,16,8
554,0.524691148,16,8
668,0.518628582,16,8
668,0.518628582,16,9
697,0.500657421,16,5
705,0.513125923,16,9
771,0.532283305,16,8
783,0.532817974,16,9
10,0.541632884,16,1
20,0.534921268,16,1
56,0.523327166,16,3
102,0.525469723,16,3
122,0.522086681,16,1
134,0.508565893,16,4
140,0.520534844,16,1
192,0.519277895,16,2
209,0.508120203,16,1
211,0.543966181,16,6
269,0.501859123,16,3
288,0.505427252,16,5
348,0.548909459,16,1
369,0.509876325,16,6
541,0.525854589,16,7
547,0.506327825,16,9
569,0.503130563,16,9
588,0.542022741,16,9
608,0.513655334,16,6
612,0.510271323,16,10
643,0.531222077,16,9
661,0.530443667,16,10
685,0.543108665,16,9
789,0.500346774,16,10
18,0.536979865,16,2
33,0.548904762,16,3
96,0.501704514,16,2
105,0.536127534,16,1
158,0.525307183,16,2
166,0.538025007,16,1
183,0.525685678,16,2
222,0.513758937,16,4
243,0.548926371,16,6
332,0.504623247,16,6
413,0.517370169,16,3
429,0.541868162,16,6
458,0.526246051,16,5
602,0.535776666,16,8
631,0.53500742,16,8
684,0.518607474,16,9
696,0.51029094,16,7
713,0.523632555,16,9
755,0.524139146,16,10
1,0.510054646,16,3
27,0.506996729,16,4
133,0.529866309,16,2
160,0.536903026,16,1
174,0.545020485,16,2
212,0.535231219,16,6
229,0.514183839,16,3
253,0.515549038,16,3
388,0.530602544,16,5
445,0.502989282,16,9
493,0.507508878,16,4
567,0.501581061,16,4
761,0.521677191,16,9
62,0.515955734,16,1
77,0.502985883,16,2
182,0.527753267,16,1
217,0.527432517,16,1
236,0.531604307,16,3
281,0.526354499,16,5
287,0.519835563,16,3
322,0.516837747,16,5
353,0.528132844,16,5
393,0.544395422,16,5
577,0.507304597,16,7
645,0.511551305,16,9
658,0.523815733,16,8
690,0.521904797,16,8
770,0.531279662,16,10
773,0.52086018,16,10
774,0.542702166,16,8
777,0.500210606,16,7
26,0.535408927,16,2
32,0.54228626,16,2
101,0.540589219,16,1
120,0.51968276,16,4
149,0.509939284,16,2
221,0.514835134,16,1
318,0.531320162,16,3
368,0.538423224,16,5
436,0.504042351,16,6
549,0.542934572,16,8
618,0.533510165,16,9
744,0.502332909,16,9
769,0.533912711,16,9
47,0.537517175,16,3
100,0.527281906,16,1
121,0.507501533,16,1
184,0.540260313,16,2
189,0.52288475,16,5
216,0.511859055,16,1
228,0.521052035,16,2
245,0.50766209,16,1
257,0.546423343,16,5
261,0.501477927,16,6
284,0.502851017,16,4
292,0.534220432,16,4
402,0.52493984,16,6
478,0.5010629,16,6
540,0.544327185,16,10
630,0.544709901,16,6
646,0.547884845,16,8
650,0.507874488,16,8
670,0.50227808,16,8
742,0.543630852,16,9
791,0.534435631,16,10
41,0.513162493,16,3
84,0.515506243,16,3
97,0.503272844,16,2
114,0.544559845,16,2
117,0.51918547,16,3
278,0.547333916,16,1
338,0.548684533,16,3
450,0.526587191,16,5
470,0.546803064,16,7
491,0.528575548,16,8
518,0.54766261,16,7
548,0.54605655,16,8
605,0.517045428,16,7
732,0.53823438,16,9
4,0.518413717,16,1
78,0.536749171,16,4
82,0.526897029,16,1
115,0.528149775,16,4
180,0.529742358,16,3
231,0.519266603,16,3
331,0.534872679,16,4
430,0.518090547,16,7
472,0.51548671,16,6
659,0.537733916,16,10
709,0.533144013,16,8
762,0.504285904,16,9
15,0.531284162,16,1
38,0.528429118,16,3
93,0.523505123,16,3
139,0.52026094,16,2
181,0.519243231,16,4
317,0.531107645,16,2
437,0.504637647,16,7
483,0.504351502,16,5
561,0.521798189,16,9
597,0.533263736,16,6
624,0.529485874,16,10
734,0.546517775,16,7
756,0.523447319,16,10
765,0.5416174,16,8
175,0.501890686,16,2
178,0.522037772,16,1
227,0.500698808,16,4
277,0.533614788,16,3
291,0.540110665,16,6
383,0.517220679,16,3
383,0.517220679,16,4
406,0.521935593,16,9
407,0.546765111,16,7
422,0.504296048,16,7
425,0.526730881,16,6
464,0.548643972,16,6
535,0.507707363,16,6
538,0.531182484,16,7
564,0.527014383,16,5
636,0.530699838,16,7
638,0.54663559,16,6
717,0.530268389,16,9
741,0.522043846,16,9
107,0.536528807,16,2
128,0.543568622,16,1
129,0.529490617,16,2
187,0.543366236,16,1
282,0.543156144,16,2
297,0.549471882,16,6
378,0.516041213,16,7
411,0.54268327,16,9
551,0.508806227,16,9
682,0.548296729,16,9
775,0.526722553,16,10
177,0.513696456,16,1
251,0.50718981,16,1
259,0.514779159,16,3
307,0.548546421,16,3
401,0.541603404,16,6
570,0.548212495,16,9
621,0.531792583,16,10
674,0.501472364,16,10
710,0.538267331,16,9
752,0.52778496,16,8
109,0.511296983,16,3
173,0.526572047,16,1
224,0.527454094,16,5
248,0.520442594,16,2
258,0.548652758,16,5
358,0.523103594,16,4
397,0.523949874,16,6
465,0.509316537,16,5
469,0.539694019,16,5
610,0.534774088,16,9
666,0.515350258,16,7
691,0.542386678,16,10
266,0.522609458,16,5
363,0.524418357,16,5
395,0.543773609,16,6
451,0.529148625,16,5
532,0.517698764,16,7
6,0.518145402,16,3
74,0.504632899,16,2
237,0.508471072,16,4
250,0.515062463,16,4
484,0.508794152,16,8
675,0.510696163,16,8
784,0.50009645,16,10
112,0.520372116,16,4
153,0.543895181,16,2
396,0.522960572,16,5
440,0.507194912,16,6
539,0.536214139,16,8
644,0.523605541,16,8
720,0.509686081,16,10
750,0.523584371,16,8
43,0.516165472,16,1
87,0.534904776,16,2
124,0.547203189,16,4
391,0.50813923,16,4
508,0.527010623,16,8
563,0.539930563,16,8
575,0.5142659,16,9
779,0.53990507,16,10
786,0.539865434,16,7
39,0.549419084,16,1
81,0.53163253,16,1
387,0.542277216,16,7
529,0.521784599,16,6
583,0.545027757,16,10
600,0.509382504,16,6
667,0.548429536,16,10
702,0.539106897,16,10
3,0.513137343,16,1
30,0.528254516,16,2
40,0.533941148,16,1
190,0.531567587,16,4
202,0.514685946,16,3
289,0.52718867,16,4
325,0.517027602,16,3
330,0.534710661,16,5
367,0.541885754,16,6
400,0.517102718,16,6
683,0.533093555,16,9
683,0.533093555,16,10
46,0.529896721,16,2
252,0.5418507,16,4
324,0.544306746,16,2
461,0.527291797,16,7
502,0.542570909,16,8
593,0.507900442,16,9
679,0.516348056,16,8
745,0.524023463,16,7
52,0.525579148,16,2
328,0.540323165,16,4
354,0.548517653,16,3
360,0.521190876,16,4
592,0.505057274,16,9
680,0.540793366,16,10
727,0.516825674,16,9
790,0.501563377,16,7
17,0.542917314,16,2
23,0.548417887,16,4
431,0.51777743,16,6
498,0.520102852,16,8
639,0.535259809,16,6
647,0.538927813,16,9
703,0.53108974,16,10
757,0.506814948,16,10
772,0.521737506,16,9
116,0.538364483,16,1
715,0.534777358,16,10
749,0.547030269,16,10
398,0.53756886,16,8
609,0.534984325,16,8
693,0.50694023,16,9
260,0.530497485,16,2
455,0.549989157,16,5
467,0.511503756,16,6
496,0.520649349,16,5
527,0.526319578,16,6
663,0.519899485,16,10
90,0.543608779,16,1
290,0.539739083,16,4
604,0.542628443,16,6
648,0.5394463,16,10
740,0.508979148,16,8
148,0.510152732,16,3
313,0.515718825,16,3
595,0.507536592,16,6
676,0.50731888,16,9
507,0.506085593,16,6
743,0.522695408,16,10
14,0.526254767,16,3
154,0.502188825,16,1
157,0.5134075,16,2
299,0.548907239,16,2
321,0.50533656,16,4
590,0.525207386,16,8
678,0.540614433,16,10
341,0.509610081,16,5
361,0.503719314,16,4
562,0.542895474,16,6
262,0.532241201,16,3
323,0.529938597,16,3
530,0.532448098,16,9
171,0.539538828,16,2
460,0.540378451,16,6
501,0.54600813,16,8
218,0.520410442,16,4
611,0.523859031,16,9
673,0.536857968,16,9
45,0.511457617,16,1
688,0.508225522,16,10
528,0.545437242,16,4
247,0.512664916,16,2
256,0.504509792,16,3
329,0.503465205,16,2
466,0.505393674,16,7
711,0.523404147,16,10
606,0.50889378,16,9
504,0.505134682,16,8
571,0.545307964,16,9
151,0.546513545,16,3
9,0.500562834,16,3
753,0.502639369,16,9
186,0.534730068,16,4
110,0.539172676,16,1
447,0.538010314,16,8
746,0.538783762,16,7
408,0.548728116,16,2
641,0.543422421,16,8
326,0.535041548,16,4
536,0.533281596,16,8
125,0.549955141,16,5
762,0.546441089,16,7
363,0.523705792,16,7
509,0.510686061,16,6
581,0.527313884,16,8
768,0.50713249,16,6
449,0.512807488,16,8
615,0.54680753,16,9
276,0.549627706,16,2
279,0.516675023,16,1
780,0.545514819,16,8
781,0.501989158,16,8
473,0.505122919,16,8
721,0.542762609,16,9
725,0.549044311,16,9
528,0.501683198,16,4
40,0.520403329,16,4
416,0.530275886,16,3
2,0.541152895,16,2
791,0.522650239,16,8
54,0.529090436,16,2
156,0.508747676,16,5
418,0.516297759,16,2
442,0.509178237,16,6
486,0.527469936,16,3
766,0.524592267,16,7
91,0.53093742,16,2
264,0.516994312,16,3
316,0.536394284,16,7
719,0.541404259,16,8
193,0.500631519,16,7
302,0.544214667,16,6
477,0.523996196,16,9
546,0.539747924,16,10
626,0.531576567,16,5
634,0.510193325,16,6
154,0.549392837,16,1
154,0.549392837,16,2
582,0.514115267,16,7
735,0.522108261,16,7
9,0.548818212,16,3
346,0.523039845,16,2
69,0.5128648,16,2
92,0.509811629,16,1
22,0.500492688,16,1
53,0.511402942,16,1
171,0.50843621,16,5
321,0.544512142,16,2
351,0.530182398,16,3
635,0.528524073,16,7
62,0.539602836,16,2
72,0.526818127,16,3
216,0.525295733,16,1
232,0.514044561,16,3
474,0.501357546,16,9
500,0.543421502,16,9
545,0.548390106,16,10
550,0.511550186,16,7
607,0.528876074,16,6
668,0.510819576,16,6
37,0.530268689,16,3
159,0.504548729,16,5
210,0.51984275,16,2
282,0.508544334,16,6
652,0.516473595,16,9
114,0.537459103,16,2
169,0.504383044,16,4
372,0.535692245,16,6
422,0.527518976,16,8
497,0.51656292,16,6
565,0.513960296,16,6
706,0.525503595,16,7
790,0.50577227,16,9
44,0.517959673,16,3
55,0.503640587,16,3
365,0.522173741,16,6
426,0.506915117,16,2
512,0.548431753,16,9
547,0.530751278,16,9
727,0.542613231,16,9
179,0.502335645,16,2
207,0.516769287,16,3
410,0.547299903,16,3
421,0.520994149,16,8
458,0.505180542,16,4
8,0.512516825,16,3
123,0.509282628,16,4
228,0.513960441,16,5
355,0.542251935,16,5
444,0.517731714,16,8
495,0.536323207,16,8
575,0.525530313,16,7
619,0.519991292,16,6
67,0.52327278,16,2
68,0.515495523,16,2
127,0.520243322,16,6
235,0.526932465,16,6
369,0.503083738,16,8
375,0.541023292,16,6
665,0.502710578,16,6
697,0.518506486,16,9
739,0.502511179,16,8
200,0.548242582,16,3
513,0.510473302,16,9
543,0.501753713,16,10
625,0.514387777,16,8
705,0.508100961,16,8
708,0.531986271,16,10
29,0.517126939,16,2
137,0.524451906,16,1
237,0.544043859,16,6
340,0.547873964,16,2
366,0.535134062,16,4
376,0.508487915,16,5
415,0.526464636,16,4
445,0.524503053,16,9
649,0.502792519,16,9
666,0.542318383,16,10
674,0.514651386,16,10
696,0.547523242,16,8
730,0.543648762,16,8
744,0.541789282,16,8
19,0.508887526,16,1
35,0.512355062,16,3
45,0.548539298,16,1
145,0.533982192,16,3
241,0.518435945,16,2
271,0.522392703,16,6
386,0.517519371,16,7
456,0.512892662,16,5
485,0.503425862,16,5
515,0.540529584,16,8
524,0.536516943,16,4
585,0.511542706,16,10
593,0.503808693,16,6
629,0.531295626,16,7
669,0.511956087,16,5
738,0.546518507,16,6
13,0.533220995,16,2
64,0.536836972,16,2
296,0.503247973,16,6
490,0.519524315,16,2
516,0.500855682,16,8
728,0.516754454,16,9
7,0.549038549,16,1
27,0.528439857,16,1
56,0.501811341,16,4
85,0.547901989,16,1
138,0.509076292,16,1
304,0.515222152,16,6
352,0.507094416,16,7
374,0.535796472,16,7
384,0.523969525,16,2
511,0.547386546,16,5
588,0.545574753,16,8
678,0.537362346,16,9
767,0.51334743,16,10
20,0.546591587,16,3
74,0.543743063,16,2
126,0.518339974,16,5
162,0.516233927,16,2
175,0.545679754,16,1
231,0.542781429,16,2
267,0.515474701,16,8
284,0.534792401,16,3
347,0.544973326,16,4
586,0.537487402,16,7
648,0.545851378,16,9
653,0.517952991,16,9
655,0.539611698,16,10
659,0.541445471,16,9
723,0.545120471,16,9
724,0.547913553,16,8
765,0.537378182,16,8
6,0.507359593,16,3
75,0.539789221,16,2
102,0.519260535,16,3
102,0.519260535,16,4
150,0.508022512,16,1
165,0.548377725,16,3
195,0.507742381,16,4
196,0.522028077,16,7
201,0.519419468,16,5
202,0.502034802,16,6
270,0.510692449,16,4
272,0.506380932,16,6
285,0.527431356,16,2
308,0.506125969,16,4
440,0.524529855,16,6
482,0.519815752,16,8
491,0.508616967,16,9
496,0.516354961,16,4
519,0.533916651,16,6
631,0.503238755,16,9
682,0.515934207,16,9
73,0.512241509,16,2
88,0.50787444,16,2
99,0.541014186,16,3
149,0.511990401,16,5
198,0.50319247,16,1
222,0.510329126,16,7
290,0.530281309,16,3
307,0.524140432,16,4
323,0.503899057,16,8
335,0.501271741,16,8
343,0.509141439,16,6
348,0.540282526,16,3
389,0.509136564,16,1
417,0.514341696,16,6
454,0.500974747,16,2
559,0.521737702,16,6
710,0.548061843,16,10
57,0.512690689,16,4
80,0.547487409,16,3
103,0.54197749,16,4
167,0.502497795,16,2
194,0.538596561,16,3
239,0.528322956,16,6
245,0.514727086,16,2
255,0.545413772,16,5
289,0.548103806,16,3
446,0.526747964,16,5
503,0.51230115,16,6
551,0.502353293,16,6
555,0.504691497,16,6
557,0.52536444,16,6
577,0.527492638,16,8
592,0.501150066,16,9
617,0.509037818,16,10
664,0.519544087,16,7
698,0.501232912,16,6
720,0.520493789,16,9
25,0.539778208,16,3
86,0.531436464,16,2
136,0.510610712,16,2
247,0.515292777,16,4
248,0.536892528,16,1
249,0.515446406,16,1
266,0.531038226,16,5
404,0.526802563,16,7
487,0.511385881,16,4
566,0.500620544,16,6
677,0.515498527,16,7
690,0.506155563,16,9
107,0.50201636,16,3
132,0.52245772,16,4
161,0.504243716,16,2
204,0.50541904,16,2
236,0.507860907,16,3
274,0.519849146,16,3
295,0.527178181,16,5
334,0.53198274,16,5
337,0.545438242,16,5
349,0.510582771,16,1
379,0.546419968,16,8
382,0.547576491,16,3
405,0.518877688,16,10
406,0.50165723,16,8
413,0.503054824,16,4
529,0.532098193,16,4
722,0.530508774,16,8
772,0.505765458,16,9
772,0.505765458,16,10
59,0.501241667,16,2
94,0.504524025,16,4
135,0.515069131,16,3
146,0.516414988,16,1
164,0.549403838,16,4
181,0.511493162,16,2
275,0.53089894,16,5
286,0.534533729,16,2
411,0.516636713,16,7
471,0.539946587,16,9
518,0.511240594,16,7
556,0.503710158,16,4
572,0.515297726,16,9
584,0.542925855,16,10
595,0.546837162,16,7
621,0.523321354,16,10
644,0.536253022,16,6
673,0.503284064,16,9
699,0.53762336,16,9
747,0.53279246,16,8
61,0.528979083,16,4
155,0.544360549,16,2
224,0.538164747,16,3
342,0.527478231,16,6
364,0.533288784,16,5
371,0.50590658,16,6
393,0.502165758,16,6
484,0.503119315,16,6
505,0.520655993,16,7
514,0.548922462,16,9
560,0.533537664,16,6
569,0.534867474,16,6
574,0.545020814,16,7
656,0.512157944,16,8
661,0.507607237,16,10
686,0.506544779,16,9
756,0.508320247,16,10
783,0.543960535,16,8
4,0.513956347,16,2
106,0.513954011,16,1
124,0.525653814,16,4
158,0.504290544,16,3
192,0.536152678,16,1
197,0.535496511,16,6
227,0.514868233,16,2
257,0.529629123,16,1
301,0.513745775,16,4
314,0.531638518,16,2
554,0.535325574,16,6
591,0.532027841,16,8
675,0.542395921,16,9
688,0.513554216,16,8
692,0.522464059,16,10
700,0.510756033,16,7
718,0.520823143,16,8
726,0.516193111,16,10
736,0.537248922,16,9
755,0.513267036,16,10
786,0.52528234,16,9
788,0.520146487,16,8
11,0.516386196,16,2
21,0.506341539,16,2
153,0.543287413,16,2
253,0.549103428,16,1
341,0.521874727,16,7
455,0.507311248,16,5
564,0.502442711,16,6
590,0.500805493,16,8
616,0.516352311,16,10
624,0.500867253,16,7
627,0.543895492,16,8
687,0.52785801,16,10
773,0.517365185,16,9
787,0.500029284,16,7
82,0.516227647,16,4
438,0.518854057,16,6
494,0.507038915,16,6
499,0.512822566,16,10
544,0.508514593,16,10
579,0.513683345,16,9
645,0.537201438,16,9
670,0.549831364,16,7
689,0.532913887,16,8
703,0.511723224,16,7
14,0.540008139,16,2
66,0.516203076,16,2
70,0.534678167,16,2
71,0.543928491,16,4
112,0.543644199,16,1
128,0.52449961,16,2
140,0.515798317,16,2
147,0.533395972,16,2
199,0.536581689,16,2
203,0.542686048,16,1
217,0.516930471,16,2
306,0.545863046,16,4
397,0.524505902,16,6
596,0.523059235,16,7
702,0.541613242,16,10
734,0.505111017,16,8
1,0.524587723,16,1
76,0.540968925,16,1
87,0.526103318,16,2
122,0.521036557,16,1
170,0.50145789,16,1
188,0.541496539,16,2
209,0.54582766,16,2
263,0.534583295,16,5
298,0.536214435,16,4
303,0.547588475,16,6
331,0.544746251,16,8
412,0.500669144,16,7
414,0.502874785,16,4
441,0.531979259,16,6
459,0.517832117,16,3
460,0.52355464,16,8
567,0.515820832,16,7
568,0.5362999,16,8
597,0.547499227,16,7
633,0.539466972,16,7
646,0.536091262,16,7
716,0.525169034,16,10
763,0.50894555,16,10
65,0.539210445,16,1
90,0.532251185,16,3
206,0.53637578,16,1
219,0.532492261,16,1
240,0.515291236,16,3
265,0.539638551,16,5
277,0.547614069,16,4
299,0.51728218,16,6
385,0.534353329,16,3
428,0.53650385,16,6
447,0.524997134,16,5
489,0.545877303,16,6
526,0.543871956,16,5
527,0.531402249,16,5
558,0.5005847,16,4
603,0.51968247,16,6
613,0.524140762,16,10
618,0.501086436,16,8
641,0.512214339,16,10
672,0.536937149,16,8
693,0.536746725,16,8
760,0.512180117,16,9
10,0.520318685,16,3
26,0.548113419,16,1
28,0.546522455,16,1
95,0.507697006,16,5
214,0.536087688,16,3
218,0.538054725,16,3
233,0.528489311,16,5
234,0.523449,16,5
238,0.539021868,16,3
281,0.500803849,16,4
287,0.502114069,16,1
329,0.511717841,16,5
367,0.536237363,16,7
420,0.529745488,16,1
432,0.54254736,16,7
451,0.54122375,16,6
457,0.538580272,16,7
525,0.5020309,16,4
587,0.531151959,16,9
660,0.507568776,16,8
681,0.514658321,16,7
50,0.524330326,16,1
96,0.540918237,16,1
117,0.549729076,16,1
121,0.527363919,16,1
160,0.525239697,16,3
208,0.500184758,16,1
220,0.541919713,16,5
273,0.541673009,16,2
309,0.533251039,16,5
368,0.543336213,16,5
436,0.504716915,16,6
532,0.533737442,16,6
537,0.50582489,16,5
563,0.543979674,16,9
589,0.539133509,16,10
594,0.521585571,16,5
604,0.514662249,16,10
709,0.514831956,16,10
743,0.508207585,16,9
754,0.548622888,16,7
30,0.502291787,16,2
97,0.507545466,16,2
111,0.535627278,16,2
174,0.53805852,16,2
225,0.54456437,16,5
260,0.511106546,16,5
312,0.536897452,16,2
360,0.536742605,16,6
373,0.543057701,16,9
443,0.536550957,16,10
450,0.539494244,16,4
507,0.514230943,16,5
517,0.549050308,16,5
538,0.521740096,16,7
598,0.508361998,16,6
630,0.509133634,16,6
779,0.511236032,16,9
782,0.511067628,16,8
163,0.509173227,16,3
187,0.520774185,16,4
258,0.51218052,16,3
381,0.53091846,16,3
464,0.505754762,16,8
479,0.509546249,16,5
570,0.505933473,16,9
640,0.54199208,16,10
650,0.526876817,16,9
714,0.546650363,16,10
717,0.536711771,16,9
759,0.530152323,16,9
776,0.519558901,16,9
16,0.542257214,16,1
24,0.523518046,16,2
223,0.504140962,16,1
370,0.502327971,16,7
423,0.548493542,16,6
425,0.547842429,16,4
472,0.502583938,16,6
498,0.504405337,16,7
552,0.517049794,16,7
583,0.519924208,16,9
614,0.540524885,16,8
623,0.533456449,16,8
671,0.547162898,16,7
15,0.501986311,16,2
31,0.539691261,16,1
83,0.510436124,16,1
129,0.529368068,16,2
130,0.542227323,16,2
184,0.524782204,16,4
305,0.502316733,16,8
336,0.523507039,16,8
338,0.519756412,16,3
345,0.501729303,16,5
409,0.530636888,16,4
468,0.507070675,16,6
657,0.526115924,16,7
34,0.542150249,16,2
144,0.526272372,16,1
294,0.541903255,16,6
353,0.541974447,16,3
357,0.535362772,16,4
480,0.527721732,16,5
510,0.515624771,16,7
622,0.501401193,16,10
639,0.525534373,16,8
647,0.535225619,16,9
691,0.534619573,16,10
752,0.500236203,16,10
771,0.535187996,16,9
84,0.537616835,16,2
101,0.513734182,16,1
212,0.534275163,16,6
378,0.530054123,16,9
401,0.548275691,16,8
402,0.504424007,16,7
419,0.502000776,16,4
573,0.527883023,16,7
643,0.506638395,16,8
651,0.511948794,16,10
685,0.54426866,16,9
774,0.519834423,16,8
777,0.547923112,16,10
3,0.53762544,16,2
41,0.515773016,16,1
77,0.509143593,16,1
98,0.516308149,16,5
100,0.504276187,16,2
104,0.506213259,16,2
109,0.525866713,16,2
157,0.544533075,16,6
183,0.521535886,16,4
330,0.543981857,16,6
394,0.54885606,16,6
433,0.504399397,16,4
488,0.537921059,16,3
504,0.546537517,16,6
751,0.529926295,16,8
36,0.54845821,16,1
189,0.511281183,16,3
246,0.506378375,16,1
311,0.538062742,16,4
344,0.54163407,16,1
354,0.518497443,16,5
576,0.502044902,16,9
628,0.537190749,16,5
637,0.540053694,16,10
679,0.529175524,16,9
769,0.541642296,16,9
5,0.542197653,16,2
12,0.521415487,16,2
18,0.519314594,16,2
134,0.525494947,16,2
166,0.501970871,16,3
205,0.531931875,16,1
427,0.500574025,16,2
465,0.502282776,16,4
502,0.527637005,16,8
520,0.525383788,16,9
549,0.545657018,16,7
707,0.54216542,16,10
712,0.501717501,16,10
761,0.512422692,16,8
770,0.54007588,16,9
17,0.506959808,16,2
229,0.545063553,16,1
268,0.508052028,16,6
350,0.5391153,16,4
362,0.534493922,16,7
377,0.525239161,16,5
435,0.535464557,16,7
463,0.536430015,16,6
483,0.54669833,16,7
506,0.516343585,16,7
521,0.529100359,16,7
531,0.520637713,16,8
542,0.503767705,16,8
561,0.540758651,16,9
737,0.514845304,16,9
789,0.515871208,16,8
38,0.538934157,16,3
108,0.517713418,16,4
118,0.52523734,16,2
168,0.501040242,16,5
356,0.527147551,16,2
578,0.531507847,16,8
39,0.537182715,16,1
242,0.526474406,16,3
283,0.526415508,16,5
319,0.54800123,16,7
