position,bounciness,size,bucket
429,0.535311052,16,3
470,0.529729309,16,9
553,0.501129008,16,7
605,0.517549285,16,6
695,0.53535893,16,9
732,0.505294217,16,8
748,0.540598102,16,8
753,0.549339985,16,9
778,0.526280731,16,8
23,0.529713093,16,3
51,0.546629302,16,4
60,0.53964366,16,1
143,0.534518986,16,2
191,0.53655792,16,4
215,0.521928653,16,2
280,0.536426219,16,3
387,0.534444179,16,5
391,0.523932896,16,5
540,0.514444584,16,6
548,0.533938863,16,8
785,0.514837208,16,9
63,0.513663432,16,1
152,0.537569417,16,5
178,0.526635227,16,1
213,0.501477045,16,2
437,0.513994761,16,6
439,0.54449803,16,3
523,0.507882311,16,10
632,0.537607055,16,10
683,0.530939556,16,10
715,0.503204274,16,8
733,0.522120113,16,10
33,0.513887529,16,1
48,0.526074501,16,2
288,0.537292619,16,5
478,0.548268413,16,5
541,0.508471452,16,6
601,0.523319228,16,7
654,0.526043252,16,10
663,0.512278184,16,7
680,0.529039815,16,10
704,0.521306361,16,9
89,0.531235442,16,1
359,0.504747361,16,6
383,0.503037251,16,4
424,0.51660238,16,6
430,0.523388447,16,8
476,0.52930609,16,9
757,0.520081875,16,9
172,0.528045989,16,2
190,0.520129888,16,2
254,0.522682159,16,7
339,0.535126465,16,3
388,0.538796062,16,3
492,0.547668791,16,9
539,0.531484991,16,5
600,0.523093474,16,9
676,0.525997713,16,10
731,0.527049743,16,9
49,0.528740544,16,2
78,0.527090895,16,3
139,0.530583623,16,1
141,0.547755462,16,3
211,0.502843041,16,5
226,0.514511954,16,2
243,0.522496758,16,5
278,0.549155626,16,1
333,0.522481584,16,4
380,0.52329251,16,6
407,0.506219747,16,8
452,0.50698957,16,6
636,0.53027005,16,8
684,0.546712423,16,10
93,0.516380308,16,4
177,0.520856013,16,3
180,0.532496643,16,1
508,0.543955732,16,9
562,0.535481568,16,10
642,0.525820997,16,9
750,0.502392193,16,10
230,0.536088698,16,2
244,0.508002667,16,2
400,0.548957749,16,7
602,0.517553232,16,9
667,0.5498055,16,6
729,0.510487593,16,10
784,0.549090407,16,9
110,0.542808795,16,2
115,0.536273283,16,5
116,0.538189275,16,3
120,0.500688132,16,2
133,0.513219711,16,3
182,0.538595132,16,2
310,0.525750694,16,4
327,0.511306936,16,6
448,0.522387757,16,6
453,0.536340212,16,7
694,0.504209514,16,9
113,0.529668202,16,3
221,0.51211674,16,5
291,0.500178499,16,5
534,0.510710793,16,9
740,0.534683805,16,10
775,0.536623088,16,10
32,0.524602115,16,4
173,0.524780153,16,1
315,0.535773236,16,2
701,0.541714713,16,9
742,0.540951505,16,10
58,0.547971049,16,1
142,0.541156327,16,2
326,0.533761511,16,6
522,0.515569226,16,9
606,0.534815767,16,10
713,0.525637553,16,9
745,0.511939331,16,10
47,0.50999315,16,2
269,0.512145669,16,5
317,0.542853638,16,4
328,0.505216113,16,3
466,0.540266406,16,9
493,0.538985208,16,6
612,0.540947048,16,9
711,0.543032693,16,9
43,0.534478456,16,2
318,0.535890568,16,1
358,0.533862325,16,6
396,0.545862736,16,5
609,0.541386024,16,7
620,0.52271026,16,7
792,0.518731942,16,8
250,0.525892512,16,4
292,0.531051825,16,5
293,0.526660148,16,5
313,0.502914896,16,3
392,0.537348576,16,7
501,0.525770642,16,7
533,0.537074007,16,6
662,0.507884353,16,9
105,0.542145518,16,1
403,0.54019692,16,8
408,0.54398323,16,7
530,0.513219803,16,6
580,0.542222163,16,7
599,0.54070596,16,9
758,0.545552462,16,10
252,0.546962483,16,4
658,0.532244855,16,10
42,0.514735074,16,3
176,0.543695692,16,1
259,0.507535412,16,1
764,0.5427743,16,10
251,0.51911753,16,5
467,0.507297754,16,7
469,0.540995979,16,8
638,0.520820442,16,10
793,0.541650335,16,8
297,0.539646775,16,5
332,0.515170734,16,3
434,0.50416668,16,5
462,0.530834514,16,9
431,0.525697747,16,7
261,0.513837734,16,2
300,0.516441314,16,6
475,0.541655342,16,9
535,0.511668755,16,6
610,0.503229983,16,8
81,0.505130558,16,1
398,0.504735168,16,3
324,0.507033201,16,6
611,0.536589166,16,10
741,0.52423769,16,10
79,0.525922783,16,3
119,0.532562789,16,1
320,0.50904693,16,1
746,0.530356184,16,10
46,0.505926886,16,2
322,0.545035706,16,6
571,0.50461572,16,9
52,0.538589768,16,1
390,0.541350589,16,2
395,0.515276311,16,3
536,0.501867253,16,8
608,0.527819406,16,10
749,0.501956983,16,10
399,0.521873265,16,7
461,0.538410509,16,5
256,0.544405024,16,3
481,0.535605063,16,9
185,0.535160932,16,5
361,0.543282228,16,4
325,0.505601808,16,2
151,0.546832371,16,1
186,0.539231765,16,6
131,0.509559539,16,2
148,0.517940844,16,1
262,0.548482767,16,7
309,0.521649927,16,7
726,0.520158268,16,10
346,0.529802311,16,2
272,0.545471193,16,1
689,0.545092928,16,7
781,0.545614309,16,8
22,0.542134783,16,2
558,0.507202518,16,4
207,0.503135615,16,2
767,0.507453085,16,7
173,0.530191328,16,5
545,0.547180117,16,10
193,0.50820831,16,6
195,0.54927095,16,6
276,0.523508558,16,1
656,0.509217085,16,9
64,0.538256374,16,2
69,0.504500063,16,2
312,0.522252817,16,7
523,0.54087405,16,9
275,0.500536512,16,5
622,0.538897153,16,5
336,0.538317464,16,8
442,0.51073361,16,6
543,0.506351184,16,9
306,0.522706075,16,5
359,0.517949318,16,7
372,0.50672159,16,5
136,0.517390646,16,1
594,0.514911989,16,7
9,0.537762245,16,3
79,0.518321556,16,4
29,0.525775071,16,3
302,0.544330523,16,6
739,0.512879391,16,6
80,0.524300308,16,3
292,0.509552716,16,8
485,0.540026244,16,5
626,0.506426554,16,6
651,0.537240548,16,7
1,0.532598718,16,4
311,0.509210808,16,5
371,0.535272165,16,3
429,0.520111787,16,8
245,0.519584307,16,2
246,0.538997635,16,5
596,0.500192258,16,5
716,0.542468302,16,9
15,0.521431405,16,3
70,0.520774546,16,3
232,0.536253517,16,3
249,0.53656774,16,3
264,0.506633684,16,7
282,0.511709587,16,7
389,0.50708688,16,1
406,0.51709969,16,9
484,0.506160117,16,8
512,0.510206724,16,7
566,0.548005614,16,4
611,0.504351625,16,7
162,0.504656113,16,2
197,0.52225594,16,7
225,0.503879743,16,6
267,0.549852963,16,4
416,0.544113483,16,2
549,0.514175542,16,7
586,0.521398749,16,9
620,0.518262313,16,6
724,0.505089339,16,8
11,0.510036823,16,1
42,0.549120367,16,4
91,0.540828624,16,3
92,0.516347732,16,2
266,0.517448441,16,7
565,0.534322054,16,9
582,0.548079925,16,9
98,0.524170388,16,1
241,0.511897166,16,4
403,0.504766582,16,7
511,0.530021501,16,7
556,0.531562413,16,4
2,0.525557191,16,3
2,0.525557191,16,4
99,0.515941684,16,5
127,0.514616229,16,4
206,0.543831913,16,1
220,0.526731306,16,5
297,0.517001692,16,6
317,0.505719774,16,5
388,0.511231917,16,1
486,0.529463949,16,3
718,0.518302785,16,8
792,0.50870199,16,7
133,0.536427314,16,2
352,0.527734529,16,7
405,0.545144577,16,9
425,0.515244697,16,5
514,0.514370437,16,9
515,0.53796853,16,8
655,0.535055861,16,10
759,0.52558861,16,8
766,0.521096896,16,7
21,0.525935396,16,1
77,0.52593592,16,2
103,0.542264497,16,5
252,0.542939264,16,4
270,0.5160146,16,1
339,0.523189323,16,3
340,0.537114294,16,2
385,0.521498544,16,1
391,0.544084344,16,3
551,0.516865902,16,10
589,0.541756365,16,10
14,0.509066455,16,2
211,0.549223917,16,2
287,0.538212061,16,5
459,0.504922466,16,2
459,0.504922466,16,3
475,0.532113761,16,8
650,0.530935503,16,6
698,0.52034342,16,7
773,0.520221116,16,10
7,0.526422311,16,3
20,0.510066614,16,4
27,0.532470236,16,2
35,0.526815206,16,3
61,0.523493351,16,3
87,0.520163544,16,4
149,0.514100164,16,5
214,0.520520518,16,5
441,0.503650752,16,6
476,0.531298998,16,8
496,0.510702744,16,4
508,0.513019983,16,8
557,0.507151731,16,4
693,0.528619673,16,9
5,0.533675488,16,1
67,0.507234631,16,2
384,0.513655341,16,2
636,0.512731436,16,6
776,0.543990954,16,7
786,0.536095653,16,8
160,0.511070419,16,6
238,0.503924474,16,6
445,0.539417284,16,8
570,0.535527406,16,10
131,0.534497861,16,5
145,0.528514032,16,1
165,0.535999026,16,3
210,0.525642752,16,2
265,0.523990157,16,8
353,0.520069246,16,4
408,0.532062779,16,5
422,0.519881098,16,8
524,0.516136612,16,6
579,0.508976773,16,8
652,0.529816738,16,10
665,0.513085937,16,6
700,0.528444812,16,5
706,0.543243359,16,6
73,0.506275374,16,1
196,0.54787126,16,6
205,0.536562855,16,1
239,0.537691352,16,6
350,0.527543183,16,1
415,0.538539004,16,5
488,0.505766772,16,3
509,0.518339018,16,8
513,0.504086548,16,7
513,0.504086548,16,8
578,0.508379021,16,8
604,0.536249973,16,10
645,0.50242889,16,10
126,0.503512301,16,5
164,0.54335428,16,4
164,0.54335428,16,5
212,0.549122531,16,5
290,0.527966503,16,6
305,0.511687369,16,7
330,0.536265206,16,7
380,0.54084876,16,3
518,0.508977036,16,6
529,0.501909019,16,5
707,0.526916788,16,7
55,0.526411212,16,4
169,0.51741348,16,4
253,0.521714674,16,5
281,0.532841184,16,3
301,0.504680317,16,4
310,0.531498991,16,2
369,0.542588785,16,4
379,0.541211616,16,7
410,0.502282395,16,4
455,0.514939014,16,4
477,0.513327316,16,10
577,0.519069028,16,9
584,0.517284977,16,10
616,0.512628357,16,9
790,0.505627381,16,9
31,0.524748931,16,2
65,0.532115948,16,2
66,0.508508781,16,1
166,0.547919447,16,2
370,0.528912495,16,6
412,0.523425146,16,8
472,0.534604878,16,4
480,0.542596278,16,4
482,0.532002075,16,3
731,0.505446688,16,10
768,0.523625394,16,8
123,0.515811524,16,5
257,0.537988456,16,4
347,0.549421032,16,5
351,0.503359438,16,6
564,0.54484123,16,6
628,0.531199264,16,8
18,0.51920085,16,1
44,0.517039204,16,4
56,0.536117375,16,4
62,0.534019745,16,1
121,0.529303965,16,1
142,0.510903472,16,2
234,0.527182897,16,5
235,0.534946379,16,4
261,0.543728746,16,4
277,0.520198468,16,4
435,0.521726112,16,7
510,0.525845706,16,6
525,0.539228316,16,8
635,0.533769904,16,10
669,0.539576982,16,7
722,0.542084184,16,9
725,0.542389533,16,8
730,0.502134468,16,10
734,0.503269463,16,8
104,0.523791329,16,3
154,0.524743078,16,1
167,0.508005136,16,4
194,0.525046027,16,5
202,0.525986986,16,3
348,0.504351119,16,1
392,0.53277702,16,5
448,0.540731024,16,7
449,0.511512661,16,8
460,0.521499005,16,2
491,0.531035065,16,5
547,0.529630493,16,9
595,0.547280759,16,7
602,0.526320611,16,6
623,0.507935475,16,8
774,0.504309467,16,10
26,0.545182633,16,2
45,0.515794788,16,2
52,0.50969849,16,2
57,0.50031686,16,4
170,0.513183748,16,3
171,0.502790407,16,5
213,0.523502651,16,1
217,0.511818159,16,3
432,0.51577022,16,9
440,0.537556576,16,3
458,0.509361841,16,3
483,0.50356041,16,5
555,0.546276977,16,6
670,0.546323146,16,5
728,0.524699484,16,9
771,0.518100609,16,9
775,0.510656735,16,9
788,0.507958524,16,7
789,0.541165,16,9
24,0.500251569,16,2
75,0.540743113,16,1
82,0.519924085,16,3
88,0.526296393,16,2
124,0.544473581,16,3
156,0.533436425,16,3
221,0.541597602,16,5
286,0.500623061,16,3
504,0.534342583,16,4
562,0.512407753,16,9
568,0.538063185,16,8
649,0.549464615,16,10
717,0.54422756,16,9
738,0.537212905,16,6
738,0.537212905,16,7
94,0.544858399,16,4
176,0.54627408,16,1
179,0.511412032,16,2
200,0.515661321,16,2
280,0.52754156,16,1
303,0.546293084,16,7
349,0.500362532,16,2
366,0.503569244,16,5
402,0.536406788,16,3
443,0.530909051,16,8
473,0.52149826,16,6
537,0.52517631,16,8
581,0.51015633,16,7
585,0.52992435,16,10
591,0.520390401,16,9
666,0.534425598,16,10
691,0.54604992,16,9
37,0.547401533,16,1
296,0.509212952,16,6
308,0.536464836,16,3
323,0.505944536,16,7
407,0.535575895,16,9
437,0.546743175,16,9
502,0.522125245,16,10
553,0.537023316,16,5
625,0.543342731,16,7
629,0.505701714,16,6
732,0.518633372,16,10
785,0.532011873,16,8
3,0.531232073,16,1
231,0.532739995,16,4
250,0.53923778,16,3
279,0.529598376,16,1
284,0.500835292,16,3
338,0.52997643,16,4
421,0.501638933,16,6
439,0.519020051,16,9
522,0.530939036,16,7
522,0.530939036,16,8
560,0.511947964,16,6
598,0.520330586,16,6
618,0.507195462,16,8
654,0.547110597,16,10
697,0.529031034,16,8
787,0.5375259,16,10
8,0.534608526,16,2
59,0.506910476,16,2
161,0.505760842,16,3
219,0.501470215,16,4
244,0.546763932,16,2
365,0.542443445,16,7
413,0.542181437,16,4
418,0.505578884,16,2
456,0.527402255,16,6
492,0.54425311,16,5
587,0.532255944,16,7
590,0.508797118,16,7
664,0.50560799,16,7
703,0.512210391,16,8
721,0.533409063,16,8
723,0.53641741,16,9
134,0.501487181,16,1
138,0.539181682,16,1
172,0.542353271,16,1
240,0.501785202,16,2
300,0.546699859,16,3
300,0.546699859,16,4
331,0.541470641,16,6
386,0.54234761,16,7
479,0.530760889,16,5
552,0.513223978,16,9
637,0.52832864,16,6
646,0.506628628,16,10
660,0.521929346,16,6
684,0.544279342,16,9
686,0.522005632,16,10
696,0.504545634,16,7
765,0.507013821,16,10
782,0.533084429,16,9
34,0.520809506,16,3
54,0.533605676,16,2
83,0.538304328,16,2
96,0.531952746,16,2
119,0.517727576,16,3
130,0.507818406,16,2
181,0.511885809,16,4
189,0.506647273,16,2
191,0.529290622,16,1
208,0.524678662,16,2
283,0.53191339,16,3
288,0.54517708,16,6
304,0.500027162,16,4
411,0.548031224,16,8
419,0.53315952,16,4
454,0.502040805,16,3
550,0.542849134,16,7
630,0.546688176,16,7
23,0.549243723,16,4
25,0.537691081,16,3
146,0.531663067,16,1
218,0.533678258,16,3
226,0.526071275,16,3
229,0.519249544,16,5
262,0.537395938,16,4
271,0.528444169,16,7
376,0.538517535,16,4
404,0.518663947,16,6
424,0.54777995,16,4
615,0.521893277,16,9
639,0.538974076,16,8
659,0.544493723,16,9
677,0.52085511,16,10
688,0.53779417,16,10
729,0.524970851,16,9
741,0.526978246,16,10
742,0.511699208,16,8
742,0.511699208,16,9
783,0.508661851,16,10
32,0.525374765,16,2
85,0.516942631,16,3
137,0.541954004,16,1
150,0.500649903,16,2
158,0.515733977,16,4
216,0.500213459,16,1
236,0.503676256,16,3
316,0.50474335,16,3
354,0.516855974,16,3
358,0.533081594,16,5
374,0.525191175,16,8
423,0.500355406,16,3
427,0.507818348,16,6
465,0.538844906,16,7
528,0.517857653,16,8
538,0.549975325,16,5
583,0.540816526,16,9
640,0.502322026,16,7
640,0.502322026,16,8
701,0.5082015,16,9
708,0.534939465,16,10
709,0.54600682,16,10
43,0.512352351,16,2
68,0.502424011,16,2
72,0.538577924,16,3
254,0.541238218,16,2
299,0.512794175,16,3
337,0.511581103,16,8
383,0.536796658,16,7
478,0.518792337,16,5
493,0.540244591,16,8
503,0.503443163,16,6
521,0.514498127,16,10
526,0.534903899,16,9
559,0.527779654,16,4
563,0.500043908,16,6
569,0.512247548,16,10
601,0.527007869,16,9
633,0.531309971,16,10
754,0.54799013,16,8
755,0.501844898,16,8
772,0.506028598,16,10
12,0.548434019,16,2
74,0.530587514,16,1
95,0.51103614,16,5
209,0.529147882,16,1
228,0.543316897,16,5
360,0.504434563,16,6
417,0.547436953,16,3
489,0.507802083,16,5
539,0.526743032,16,10
546,0.505704381,16,9
592,0.510372494,16,10
599,0.529923965,16,4
610,0.509094515,16,8
675,0.528928148,16,9
675,0.528928148,16,10
682,0.534229505,16,9
692,0.503935009,16,9
695,0.531620478,16,9
702,0.52632017,16,9
712,0.524527678,16,9
33,0.532188537,16,4
101,0.534043886,16,1
159,0.528508299,16,1
233,0.546139913,16,6
315,0.506942594,16,3
333,0.539747278,16,6
334,0.508158903,16,6
362,0.533086751,16,5
363,0.508589868,16,5
398,0.511627416,16,6
409,0.511198161,16,4
452,0.539904553,16,6
474,0.530939737,16,5
519,0.547217262,16,8
631,0.518424056,16,9
672,0.526595176,16,9
769,0.527721645,16,6
36,0.547801128,16,1
63,0.51369248,16,1
63,0.51369248,16,2
184,0.521773784,16,3
215,0.507575044,16,1
295,0.508311234,16,7
314,0.529668738,16,3
318,0.508615875,16,3
355,0.538343016,16,4
378,0.501835378,16,7
381,0.528241437,16,6
436,0.533251519,16,6
463,0.525327343,16,5
487,0.535681911,16,6
619,0.514828416,16,9
638,0.505300595,16,9
674,0.534289633,16,6
710,0.503999849,16,9
763,0.519080211,16,10
30,0.527335224,16,1
106,0.522039283,16,1
285,0.523620896,16,3
400,0.511418694,16,7
426,0.536970041,16,4
428,0.514134208,16,7
453,0.511605938,16,7
541,0.50787985,16,6
658,0.510116473,16,9
661,0.533081186,16,8
678,0.515726437,16,9
715,0.515823778,16,9
719,0.528510224,16,7
16,0.548909664,16,1
60,0.506126717,16,2
71,0.514697216,16,2
71,0.514697216,16,3
129,0.508555442,16,1
188,0.547905089,16,3
273,0.529265043,16,4
345,0.531175717,16,5
444,0.526648494,16,9
597,0.50887147,16,6
662,0.505834667,16,9
760,0.524835695,16,7
780,0.539426896,16,10
6,0.508721057,16,1
13,0.52509873,16,2
78,0.54884418,16,2
102,0.515751226,16,3
135,0.510933643,16,1
139,0.547299676,16,2
144,0.515930019,16,2
168,0.541178485,16,2
248,0.549403463,16,2
248,0.549403463,16,3
263,0.528895994,16,6
269,0.511119947,16,2
298,0.543904436,16,4
328,0.525334315,16,1
328,0.525334315,16,2
430,0.507768425,16,5
438,0.505311844,16,7
464,0.530549451,16,9
752,0.527290649,16,8
777,0.501047857,16,8
86,0.513443407,16,5
140,0.500345055,16,2
183,0.501141192,16,2
344,0.535828084,16,4
393,0.545681563,16,5
433,0.508166726,16,7
467,0.507298557,16,9
497,0.542302074,16,8
653,0.541039365,16,10
751,0.529928519,16,8
58,0.504529567,16,2
108,0.519167942,16,2
120,0.535138774,16,2
125,0.520994297,16,5
155,0.512477102,16,4
157,0.53249299,16,3
175,0.506100616,16,2
185,0.53240398,16,4
307,0.530678157,16,2
357,0.512479974,16,4
375,0.509944054,16,9
447,0.504060444,16,5
505,0.512200499,16,9
516,0.503070765,16,7
531,0.517116738,16,7
575,0.507156806,16,10
580,0.543671251,16,8
632,0.545029963,16,8
685,0.54194444,16,9
720,0.543754488,16,9
113,0.53365746,16,4
128,0.504052885,16,1
237,0.507315991,16,3
243,0.514718222,16,3
319,0.52038117,16,4
387,0.530897628,16,5
495,0.507203022,16,5
499,0.53181885,16,7
500,0.509623838,16,4
506,0.523427426,16,8
573,0.518984267,16,9
617,0.500934944,16,9
624,0.53937859,16,9
747,0.534344147,16,10
784,0.520114266,16,9
793,0.502646963,16,7
4,0.515103643,16,1
19,0.524879032,16,2
41,0.539576321,16,2
51,0.519374641,16,2
100,0.522913351,16,1
163,0.541017579,16,5
177,0.517435531,16,3
199,0.545771772,16,2
293,0.505693061,16,4
313,0.545556856,16,5
356,0.538533099,16,4
397,0.512601681,16,2
399,0.51472871,16,4
548,0.506997767,16,6
576,0.504504544,16,7
770,0.533875126,16,10
89,0.505503188,16,1
109,0.546891531,16,1
335,0.538133472,16,6
368,0.547584511,16,5
457,0.52574301,16,6
468,0.53396837,16,6
481,0.50796221,16,8
534,0.51962316,16,8
540,0.546713946,16,10
614,0.549500444,16,9
687,0.548953595,16,9
690,0.549995258,16,7
76,0.527987772,16,2
112,0.529548337,16,1
152,0.546062672,16,3
174,0.534253243,16,3
203,0.517914653,16,1
332,0.547485494,16,8
364,0.531053083,16,3
420,0.544724789,16,4
461,0.529228278,16,6
498,0.54433033,16,5
554,0.531105964,16,8
607,0.50740834,16,7
673,0.536993503,16,9
705,0.538105073,16,8
727,0.518775149,16,9
779,0.532116142,16,9
39,0.513988887,16,2
93,0.510049174,16,2
148,0.547730316,16,2
182,0.524567454,16,1
259,0.50426411,16,2
324,0.534911796,16,5
341,0.533112284,16,7
342,0.515630636,16,4
373,0.542772273,16,8
446,0.536783963,16,6
451,0.526256277,16,6
507,0.512414574,16,7
50,0.546770919,16,3
122,0.506105326,16,2
223,0.530102084,16,3
395,0.522254352,16,5
501,0.521361979,16,6
520,0.504039794,16,7
542,0.522770065,16,8
40,0.541637019,16,1
49,0.546391934,16,2
105,0.506367152,16,2
114,0.53876378,16,3
114,0.53876378,16,4
117,0.536065138,16,2
278,0.528675478,16,1
325,0.518969798,16,2
377,0.522385037,16,5
567,0.548123786,16,8
588,0.517686637,16,9
621,0.507080772,16,9
643,0.516614216,16,10
28,0.547118301,16,1
118,0.520889144,16,1
190,0.53308688,16,5
224,0.526556436,16,4
322,0.520652275,16,5
450,0.512736408,16,8
469,0.50551544,16,7
532,0.510430126,16,8
603,0.53774783,16,7
603,0.53774783,16,8
613,0.543295941,16,9
627,0.530335196,16,8
663,0.526027874,16,7
671,0.527808677,16,10
748,0.529729577,16,10
10,0.536614624,16,1
90,0.54364733,16,2
116,0.548941522,16,4
178,0.522627933,16,2
187,0.541824411,16,3
227,0.534223348,16,4
256,0.500429197,16,1
490,0.531545893,16,6
657,0.504900922,16,8
681,0.545578609,16,10
753,0.525483078,16,10
758,0.50233655,16,9
147,0.549026658,16,2
242,0.538644783,16,2
255,0.520694491,16,4
343,0.538465893,16,4
382,0.516018023,16,6
494,0.533463427,16,7
535,0.504441203,16,8
641,0.526692199,16,8
743,0.527216901,16,10
132,0.543298951,16,3
201,0.532982707,16,6
608,0.53032853,16,10
612,0.51946176,16,8
647,0.51870337,16,10
667,0.549037988,16,10
704,0.516906794,16,7
713,0.510339786,16,7
736,0.542930971,16,9
48,0.525467848,16,2
53,0.526718479,16,3
153,0.518884567,16,4
320,0.526105978,16,4
470,0.537847109,16,7
593,0.519208544,16,6
668,0.530656377,16,8
735,0.529074764,16,10
740,0.533076095,16,8
84,0.510805402,16,1
198,0.547619052,16,2
268,0.540672422,16,4
326,0.547061291,16,6
699,0.500291548,16,7
791,0.546681362,16,10
251,0.508187061,16,3
260,0.501954412,16,3
737,0.526339459,16,9
746,0.506158224,16,10
17,0.500262026,16,1
111,0.532523654,16,3
115,0.524507031,16,1
141,0.525638001,16,1
367,0.545384311,16,8
462,0.508614807,16,6
605,0.523360176,16,6
644,0.505453327,16,10
694,0.518077493,16,10
38,0.509547544,16,1
230,0.528312773,16,3
289,0.540997046,16,4
390,0.52590601,16,6
606,0.5113383,16,6
683,0.530822365,16,10
733,0.522073361,16,9
745,0.511965742,16,9
756,0.531778945,16,10
97,0.516350596,16,3
110,0.500328193,16,3
180,0.530526044,16,1
222,0.528623898,16,4
327,0.507089628,16,2
434,0.50799845,16,8
572,0.529771466,16,10
634,0.529609086,16,8
143,0.528189072,16,1
294,0.52618326,16,4
561,0.541954374,16,8
609,0.521077193,16,8
714,0.532946815,16,8
750,0.541566474,16,8
258,0.528497338,16,2
321,0.5385386,16,3
600,0.500360816,16,8
761,0.532224913,16,10
764,0.516274102,16,10
81,0.508589476,16,2
530,0.506081211,16,8
401,0.5105252,16,5
544,0.547893982,16,7
648,0.53755372,16,10
679,0.52429113,16,10
749,0.548586441,16,9
47,0.513127066,16,3
329,0.548212098,16,4
471,0.53180928,16,9
517,0.541703618,16,6
757,0.514344079,16,9
204,0.523985995,16,4
274,0.508023173,16,3
414,0.509377072,16,6
680,0.534759015,16,10
107,0.521766521,16,1
527,0.544556096,16,6
574,0.511946523,16,8
642,0.543161938,16,9
744,0.528885573,16,9
247,0.547690981,16,2
396,0.514367827,16,9
291,0.546123873,16,4
394,0.542993327,16,6
151,0.534317105,16,4
762,0.509138803,16,9
778,0.505802944,16,10
46,0.510163057,16,4
186,0.509801447,16,3
431,0.535091799,16,7
466,0.511135242,16,8
361,0.510596276,16,6
533,0.534156759,16,8
192,0.546125992,16,5
676,0.512190524,16,10
536,0.52579388,16,7
711,0.536936731,16,10
